Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_4_46,VDD,Metal1,29.5290,33.4210,1.199978
FILLER_4_39,VDD,Metal1,26.1690,33.4210,1.199984
FILLER_4_32,VDD,Metal1,22.8090,33.4210,1.199991
FILLER_4_25,VDD,Metal1,19.4490,33.4210,1.199997
FILLER_4_18,VDD,Metal1,16.0890,33.4210,1.199996
FILLER_4_11,VDD,Metal1,12.7290,33.4210,1.199996
FILLER_4_4,VDD,Metal1,9.3690,33.4210,1.199995
FILLER_3_307,VDD,Metal1,153.6000,26.4600,1.199963
FILLER_3_300,VDD,Metal1,151.4490,27.0580,1.199963
FILLER_3_293,VDD,Metal1,148.0890,27.0580,1.199963
FILLER_3_286,VDD,Metal1,144.7290,27.0580,1.199963
FILLER_3_279,VDD,Metal1,141.3690,27.0580,1.199963
FILLER_3_272,VDD,Metal1,138.0090,27.0580,1.199963
FILLER_3_265,VDD,Metal1,134.6490,27.0580,1.199963
FILLER_3_258,VDD,Metal1,131.2890,27.0580,1.199963
FILLER_3_251,VDD,Metal1,127.9290,27.0580,1.199963
FILLER_3_244,VDD,Metal1,124.5690,27.0580,1.199963
FILLER_3_237,VDD,Metal1,121.2090,27.0580,1.199963
FILLER_3_230,VDD,Metal1,117.8490,27.0580,1.199963
FILLER_3_223,VDD,Metal1,114.4890,27.0580,1.199964
FILLER_3_216,VDD,Metal1,111.1290,27.0580,1.199964
FILLER_3_209,VDD,Metal1,107.7690,27.0580,1.199964
FILLER_3_202,VDD,Metal1,104.4090,27.0580,1.199964
FILLER_3_195,VDD,Metal1,101.0490,27.0580,1.199964
FILLER_3_190,VDD,Metal1,97.4400,26.4600,1.199971
FILLER_3_185,VDD,Metal1,94.8000,26.4600,1.199987
FILLER_3_178,VDD,Metal1,92.8890,27.0580,1.199971
FILLER_3_91,VDD,Metal1,49.9200,26.4600,1.199911
FILLER_3_87,VDD,Metal1,48.4910,27.0560,1.199918
FILLER_3_51,VDD,Metal1,30.4800,26.4600,1.199956
FILLER_3_49,VDD,Metal1,29.7600,26.4600,1.199972
FILLER_3_42,VDD,Metal1,27.6090,27.0580,1.199972
FILLER_3_35,VDD,Metal1,24.2490,27.0580,1.199978
FILLER_3_28,VDD,Metal1,20.8890,27.0580,1.199985
FILLER_3_21,VDD,Metal1,17.5290,27.0580,1.199990
FILLER_3_14,VDD,Metal1,14.1690,27.0580,1.199990
FILLER_3_7,VDD,Metal1,10.8090,27.0580,1.199990
FILLER_3_0,VDD,Metal1,7.4490,27.0580,1.199990
FILLER_2_308,VDD,Metal1,153.8400,26.4600,1.199963
FILLER_2_304,VDD,Metal1,152.6510,25.8630,1.199963
FILLER_2_297,VDD,Metal1,150.0090,25.8610,1.199963
FILLER_2_290,VDD,Metal1,146.6490,25.8610,1.199963
FILLER_2_283,VDD,Metal1,143.2890,25.8610,1.199963
FILLER_2_276,VDD,Metal1,139.9290,25.8610,1.199963
FILLER_2_269,VDD,Metal1,136.5690,25.8610,1.199963
FILLER_2_262,VDD,Metal1,133.2090,25.8610,1.199963
FILLER_2_255,VDD,Metal1,129.8490,25.8610,1.199963
FILLER_2_250,VDD,Metal1,126.0000,26.4600,1.199963
FILLER_2_246,VDD,Metal1,124.8110,25.8630,1.199963
FILLER_2_239,VDD,Metal1,122.1690,25.8610,1.199963
FILLER_2_232,VDD,Metal1,118.8090,25.8610,1.199963
FILLER_2_225,VDD,Metal1,115.4490,25.8610,1.199963
FILLER_2_218,VDD,Metal1,112.0890,25.8610,1.199964
FILLER_2_211,VDD,Metal1,108.7290,25.8610,1.199964
FILLER_2_204,VDD,Metal1,105.3690,25.8610,1.199964
FILLER_2_170,VDD,Metal1,87.6000,26.4600,1.199971
FILLER_2_159,VDD,Metal1,82.5600,26.4600,1.199971
FILLER_2_132,VDD,Metal1,69.6000,26.4600,1.199971
