Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_0_214,VSS,Metal1,110.1660,15.5800,0.000007
FILLER_0_207,VSS,Metal1,106.8060,15.5800,0.000006
FILLER_0_200,VSS,Metal1,103.4460,15.5800,0.000005
FILLER_0_189,VSS,Metal1,96.9600,15.1200,0.000022
FILLER_0_182,VSS,Metal1,94.8060,15.5800,0.000024
FILLER_0_123,VSS,Metal1,65.2800,15.1200,0.000061
FILLER_0_110,VSS,Metal1,59.5080,15.4960,0.000061
FILLER_0_79,VSS,Metal1,43.9200,15.1200,0.000040
FILLER_0_77,VSS,Metal1,43.2000,15.1200,0.000040
FILLER_0_36,VSS,Metal1,23.5200,15.1200,0.000008
FILLER_0_29,VSS,Metal1,21.3660,15.5800,0.000009
FILLER_0_22,VSS,Metal1,18.0060,15.5800,0.000009
FILLER_0_15,VSS,Metal1,14.6460,15.5800,0.000009
FILLER_0_4,VSS,Metal1,9.3660,15.5800,0.000011
hold51,VSS,Metal1,90.0410,30.4470,0.000087
hold50,VSS,Metal1,56.4410,15.3270,0.000060
hold49,VSS,Metal1,74.5980,22.4720,0.000026
hold48,VSS,Metal1,67.0010,22.8870,0.000026
hold47,VSS,Metal1,62.6810,15.3270,0.000061
hold46,VSS,Metal1,67.9610,15.3270,0.000059
hold45,VSS,Metal1,74.1180,15.3270,0.000052
hold44,VSS,Metal1,85.2410,22.8870,0.000025
clkbuf_1_1__f_fclk_in_regs,VSS,Metal1,93.8390,23.0690,0.000025
clkbuf_1_0__f_fclk_in_regs,VSS,Metal1,57.8400,29.8500,0.000106
clkbuf_0_fclk_in_regs,VSS,Metal1,76.0800,23.0690,0.000026
clkbuf_1_0__f_fclk_in,VSS,Metal1,36.7190,29.8500,0.000102
clkbuf_0_fclk_in,VSS,Metal1,36.7200,15.5090,0.000040
clkbuf_regs_0_fclk_in,VSS,Metal1,76.0790,30.6290,0.000092
fanout43,VSS,Metal1,117.6350,60.6920,0.000250
fanout42,VSS,Metal1,127.2350,22.8920,0.000095
fanout41,VSS,Metal1,86.9150,38.0120,0.000044
fanout40,VSS,Metal1,48.5150,22.8920,0.000027
fanout39,VSS,Metal1,61.4750,30.4520,0.000106
fanout38,VSS,Metal1,117.5650,52.7070,0.000018
fanout37,VSS,Metal1,100.8350,15.3320,0.000004
