 time            v(vo)          
 3.72005700e-04  1.00200860e-02 
 3.72009796e-04  9.09259264e-03 
 3.72014000e-04  8.86595738e-03 
 3.72019765e-04  8.77465672e-03 
 3.72025616e-04  8.72452619e-03 
 3.72035790e-04  8.64245349e-03 
 3.72048000e-04  8.54335997e-03 
 3.72072419e-04  8.34847150e-03 
 3.72121258e-04  7.96379547e-03 
 3.72218935e-04  7.22303759e-03 
 3.72414290e-04  5.84793747e-03 
 3.72500010e-04  5.29091209e-03 
 3.72500011e-04  5.29081972e-03 
 3.72500013e-04  5.29065838e-03 
 3.72500017e-04  5.29045951e-03 
 3.72500020e-04  5.29035842e-03 
 3.72500021e-04  5.29043428e-03 
 3.72500022e-04  5.29055825e-03 
 3.72500026e-04  5.29069131e-03 
 3.72500032e-04  5.29082150e-03 
 3.72500045e-04  5.29087643e-03 
 3.72500070e-04  5.29077764e-03 
 3.72500119e-04  5.29052236e-03 
 3.72500212e-04  5.28996959e-03 
 3.72500306e-04  5.26130476e-03 
 3.72500394e-04  5.15673695e-03 
 3.72500486e-04  5.06820340e-03 
 3.72500606e-04  5.05814877e-03 
 3.72500717e-04  5.06357838e-03 
 3.72500932e-04  5.06192645e-03 
 3.72501248e-04  5.06437684e-03 
 3.72501879e-04  5.06314163e-03 
 3.72503110e-04  5.06451758e-03 
 3.72505322e-04  5.06321202e-03 
 3.72509747e-04  5.06448312e-03 
 3.72518597e-04  5.06323357e-03 
 3.72536297e-04  5.06447766e-03 
 3.72571697e-04  5.06323275e-03 
 3.72642498e-04  5.06441784e-03 
 3.72784098e-04  5.06295764e-03 
 3.73000000e-04  5.06350593e-03 
 3.73000001e-04  5.06378277e-03 
 3.73000003e-04  5.06422311e-03 
 3.73000007e-04  5.06385297e-03 
 3.73000010e-04  5.06245241e-03 
 3.73000011e-04  5.06209371e-03 
 3.73000012e-04  5.06132896e-03 
 3.73000014e-04  5.05972431e-03 
 3.73000018e-04  5.05700485e-03 
 3.73000026e-04  5.05405759e-03 
 3.73000042e-04  5.05377145e-03 
 3.73000070e-04  5.05894343e-03 
 3.73000100e-04  5.06821286e-03 
 3.73000137e-04  5.07989706e-03 
 3.73000194e-04  5.09449514e-03 
 3.73000262e-04  5.10826633e-03 
 3.73000399e-04  5.13082008e-03 
 3.73000587e-04  5.15385110e-03 
 3.73000864e-04  5.13225148e-03 
 3.73001320e-04  4.98304181e-03 
 3.73002233e-04  4.55844416e-03 
 3.73003387e-04  4.00789266e-03 
 3.73005694e-04  3.22379318e-03 
 3.73009433e-04  2.71744124e-03 
 3.73013830e-04  2.56088787e-03 
 3.73018845e-04  2.51435370e-03 
 3.73024833e-04  2.48446894e-03 
 3.73034077e-04  2.44503383e-03 
 3.73045986e-04  2.39322309e-03 
 3.73069805e-04  2.29324090e-03 
 3.73117443e-04  2.09770910e-03 
 3.73212718e-04  1.73459048e-03 
 3.73403268e-04  1.11004694e-03 
 3.73500010e-04  8.46989231e-04 
 3.73500011e-04  8.46899132e-04 
 3.73500013e-04  8.46742668e-04 
 3.73500017e-04  8.46554001e-04 
 3.73500020e-04  8.46460386e-04 
 3.73500021e-04  8.46537930e-04 
 3.73500022e-04  8.46664995e-04 
 3.73500026e-04  8.46804206e-04 
 3.73500032e-04  8.46949514e-04 
 3.73500045e-04  8.47041449e-04 
 3.73500070e-04  8.47028903e-04 
 3.73500119e-04  8.46959877e-04 
 3.73500212e-04  8.46799062e-04 
 3.73500306e-04  8.19038346e-04 
 3.73500394e-04  7.14938715e-04 
 3.73500486e-04  6.25903392e-04 
 3.73500606e-04  6.15659107e-04 
 3.73500718e-04  6.21143020e-04 
 3.73500933e-04  6.19412579e-04 
 3.73501250e-04  6.21886187e-04 
 3.73501883e-04  6.20605355e-04 
 3.73503111e-04  6.22014526e-04 
 3.73505324e-04  6.20677030e-04 
 3.73509749e-04  6.21980175e-04 
 3.73518599e-04  6.20700570e-04 
 3.73536301e-04  6.21979581e-04 
 3.73571703e-04  6.20715781e-04 
 3.73642507e-04  6.21978276e-04 
 3.73784116e-04  6.20658369e-04 
 3.74000000e-04  6.21744996e-04 
 3.74000001e-04  6.22020315e-04 
 3.74000003e-04  6.22458393e-04 
 3.74000007e-04  6.22085518e-04 
 3.74000010e-04  6.20683186e-04 
 3.74000011e-04  6.20324201e-04 
 3.74000012e-04  6.19558901e-04 
 3.74000014e-04  6.17953258e-04 
 3.74000018e-04  6.15232135e-04 
 3.74000026e-04  6.12282003e-04 
 3.74000042e-04  6.11991296e-04 
 3.74000070e-04  6.17159697e-04 
 3.74000100e-04  6.26426837e-04 
 3.74000137e-04  6.38107066e-04 
 3.74000194e-04  6.52705482e-04 
 3.74000262e-04  6.66509004e-04 
 3.74000399e-04  6.89877460e-04 
 3.74000587e-04  7.22059213e-04 
 3.74000864e-04  7.43961829e-04 
 3.74001320e-04  7.22737997e-04 
 3.74002233e-04  6.21125229e-04 
 3.74003386e-04  4.74929605e-04 
 3.74005690e-04  2.42558520e-04 
 3.74009577e-04  9.22542467e-05 
 3.74013981e-04  5.15147098e-05 
 3.74019572e-04  4.18742032e-05 
 3.74025515e-04  3.74281854e-05 
 3.74035581e-04  3.29788690e-05 
 3.74047642e-04  2.64907108e-05 
 3.74071762e-04  1.74371644e-05 
 3.74120003e-04  3.74343682e-06 
 3.74216485e-04  5.25797145e-06 
 3.74409450e-04  1.12687897e-04 
 3.74500010e-04  2.13247646e-04 
 3.74500011e-04  2.13160462e-04 
 3.74500013e-04  2.13009903e-04 
 3.74500017e-04  2.12833329e-04 
 3.74500020e-04  2.12748939e-04 
 3.74500021e-04  2.12828932e-04 
 3.74500022e-04  2.12960880e-04 
 3.74500026e-04  2.13109981e-04 
 3.74500032e-04  2.13275879e-04 
 3.74500045e-04  2.13411171e-04 
 3.74500070e-04  2.13490359e-04 
 3.74500119e-04  2.13604349e-04 
 3.74500212e-04  2.13806085e-04 
 3.74500306e-04  1.86471190e-04 
 3.74500394e-04  8.26761804e-05 
 3.74500486e-04 -6.54989165e-06 
 3.74500606e-04 -1.69445337e-05 
 3.74500718e-04 -1.14088979e-05 
 3.74500933e-04 -1.31825438e-05 
 3.74501249e-04 -1.06868171e-05 
 3.74501883e-04 -1.19929429e-05 
 3.74503111e-04 -1.05620944e-05 
 3.74505323e-04 -1.19202128e-05 
 3.74509749e-04 -1.05964515e-05 
 3.74518600e-04 -1.18950788e-05 
 3.74536302e-04 -1.05923004e-05 
 3.74571705e-04 -1.18625357e-05 
 3.74642512e-04 -1.05258213e-05 
 3.74784126e-04 -1.16632985e-05 
 3.75000000e-04 -9.96888553e-06 
 3.75000001e-04 -9.69437070e-06 
 3.75000003e-04 -9.25759278e-06 
 3.75000007e-04 -9.63232999e-06 
 3.75000010e-04 -1.10358082e-05 
 3.75000011e-04 -1.13949634e-05 
 3.75000012e-04 -1.21605914e-05 
 3.75000014e-04 -1.37668032e-05 
 3.75000018e-04 -1.64887624e-05 
 3.75000026e-04 -1.94399896e-05 
 3.75000042e-04 -1.97320917e-05 
 3.75000070e-04 -1.45651308e-05 
 3.75000100e-04 -5.29981566e-06 
 3.75000137e-04  6.37789707e-06 
 3.75000194e-04  2.09785508e-05 
 3.75000262e-04  3.48159649e-05 
 3.75000399e-04  5.90366312e-05 
 3.75000587e-04  1.00743129e-04 
 3.75000864e-04  1.67475327e-04 
 3.75001320e-04  2.77296988e-04 
 3.75002233e-04  5.03985145e-04 
 3.75003386e-04  7.64733032e-04 
 3.75005691e-04  1.08150782e-03 
 3.75009587e-04  1.29681900e-03 
 3.75013854e-04  1.35933106e-03 
 3.75019485e-04  1.38912085e-03 
 3.75025346e-04  1.40809642e-03 
 3.75035408e-04  1.44204154e-03 
 3.75047436e-04  1.48147009e-03 
 3.75071492e-04  1.56418185e-03 
 3.75119604e-04  1.73403393e-03 
 3.75215829e-04  2.10234323e-03 
 3.75408277e-04  2.94244800e-03 
 3.75500010e-04  3.39351560e-03 
 3.75500011e-04  3.39343229e-03 
 3.75500013e-04  3.39328923e-03 
 3.75500017e-04  3.39312764e-03 
 3.75500020e-04  3.39305497e-03 
 3.75500021e-04  3.39313843e-03 
 3.75500022e-04  3.39327759e-03 
 3.75500026e-04  3.39344139e-03 
 3.75500032e-04  3.39363495e-03 
 3.75500045e-04  3.39382199e-03 
 3.75500070e-04  3.39400032e-03 
 3.75500119e-04  3.39429450e-03 
 3.75500212e-04  3.39482704e-03 
 3.75500306e-04  3.36737780e-03 
 3.75500394e-04  3.26353047e-03 
 3.75500486e-04  3.17456403e-03 
 3.75500606e-04  3.16420553e-03 
 3.75500717e-04  3.16973518e-03 
 3.75500932e-04  3.16798705e-03 
 3.75501248e-04  3.17047850e-03 
 3.75501880e-04  3.16918738e-03 
 3.75503110e-04  3.17060856e-03 
 3.75505322e-04  3.16925998e-03 
 3.75509746e-04  3.17057440e-03 
 3.75518594e-04  3.16928568e-03 
 3.75536291e-04  3.17058165e-03 
 3.75571684e-04  3.16933092e-03 
 3.75642470e-04  3.17070199e-03 
 3.75784042e-04  3.16973819e-03 
 3.76000000e-04  3.17189140e-03 
 3.76000001e-04  3.17216649e-03 
 3.76000003e-04  3.17260403e-03 
 3.76000007e-04  3.17222996e-03 
 3.76000010e-04  3.17082698e-03 
 3.76000011e-04  3.17046792e-03 
 3.76000012e-04  3.16970247e-03 
 3.76000014e-04  3.16809662e-03 
 3.76000018e-04  3.16537537e-03 
 3.76000026e-04  3.16242530e-03 
 3.76000042e-04  3.16213454e-03 
 3.76000070e-04  3.16730151e-03 
 3.76000100e-04  3.17656475e-03 
 3.76000137e-04  3.18824006e-03 
 3.76000194e-04  3.20284172e-03 
 3.76000262e-04  3.21670152e-03 
 3.76000399e-04  3.24158411e-03 
 3.76000587e-04  3.29187672e-03 
 3.76000864e-04  3.40085695e-03 
 3.76001320e-04  3.63675224e-03 
 3.76002233e-04  4.18433863e-03 
 3.76003387e-04  4.85128293e-03 
 3.76005694e-04  5.72199538e-03 
 3.76010070e-04  6.35011797e-03 
 3.76014252e-04  6.48160506e-03 
 3.76020207e-04  6.54887636e-03 
 3.76026119e-04  6.59062843e-03 
 3.76036630e-04  6.66587065e-03 
 3.76049108e-04  6.75430837e-03 
 3.76074064e-04  6.93485367e-03 
 3.76123975e-04  7.30110609e-03 
 3.76223797e-04  8.06366636e-03 
 3.76423442e-04  9.69943251e-03 
 3.76500010e-04  1.03674054e-02 
 3.76500011e-04  1.03673266e-02 
 3.76500013e-04  1.03671920e-02 
 3.76500017e-04  1.03670472e-02 
 3.76500020e-04  1.03669881e-02 
 3.76500021e-04  1.03670758e-02 
 3.76500022e-04  1.03672241e-02 
 3.76500026e-04  1.03674066e-02 
 3.76500032e-04  1.03676336e-02 
 3.76500045e-04  1.03678787e-02 
 3.76500070e-04  1.03681610e-02 
 3.76500119e-04  1.03686307e-02 
 3.76500212e-04  1.03694596e-02 
 3.76500306e-04  1.03414023e-02 
 3.76500394e-04  1.02368354e-02 
 3.76500486e-04  1.01486279e-02 
 3.76500606e-04  1.01386962e-02 
 3.76500718e-04  1.01440773e-02 
 3.76500933e-04  1.01424624e-02 
 3.76501248e-04  1.01448870e-02 
 3.76501880e-04  1.01436754e-02 
 3.76503110e-04  1.01450299e-02 
 3.76505321e-04  1.01437454e-02 
 3.76509742e-04  1.01449968e-02 
 3.76518585e-04  1.01437702e-02 
 3.76536270e-04  1.01450047e-02 
 3.76571641e-04  1.01438195e-02 
 3.76642382e-04  1.01451482e-02 
 3.76783865e-04  1.01443230e-02 
 3.77000000e-04  1.01466249e-02 
 3.77000001e-04  1.01469028e-02 
 3.77000003e-04  1.01473447e-02 
 3.77000007e-04  1.01469760e-02 
 3.77000010e-04  1.01455765e-02 
 3.77000011e-04  1.01452180e-02 
 3.77000012e-04  1.01444536e-02 
 3.77000014e-04  1.01428496e-02 
 3.77000018e-04  1.01401315e-02 
 3.77000026e-04  1.01371849e-02 
 3.77000042e-04  1.01368959e-02 
 3.77000070e-04  1.01420623e-02 
 3.77000100e-04  1.01513233e-02 
 3.77000137e-04  1.01629958e-02 
 3.77000194e-04  1.01775952e-02 
 3.77000262e-04  1.01914584e-02 
 3.77000399e-04  1.02166472e-02 
 3.77000587e-04  1.02733908e-02 
 3.77000864e-04  1.04182714e-02 
 3.77001320e-04  1.07672755e-02 
 3.77002234e-04  1.16148596e-02 
 3.77003389e-04  1.26835326e-02 
 3.77005701e-04  1.41206422e-02 
 3.77009699e-04  1.51002121e-02 
 3.77013827e-04  1.53560936e-02 
 3.77019530e-04  1.54705223e-02 
 3.77025307e-04  1.55351528e-02 
 3.77035388e-04  1.56450232e-02 
 3.77047468e-04  1.57759962e-02 
 3.77071627e-04  1.60409616e-02 
 3.77119946e-04  1.65760585e-02 
 3.77216584e-04  1.76735716e-02 
 3.77409860e-04  1.99709911e-02 
 3.77500010e-04  2.10904165e-02 
 3.77500011e-04  2.10903431e-02 
 3.77500013e-04  2.10902184e-02 
 3.77500017e-04  2.10900929e-02 
 3.77500020e-04  2.10900494e-02 
 3.77500021e-04  2.10901425e-02 
 3.77500022e-04  2.10903024e-02 
 3.77500026e-04  2.10905089e-02 
 3.77500032e-04  2.10907766e-02 
 3.77500045e-04  2.10910878e-02 
 3.77500070e-04  2.10914802e-02 
 3.77500119e-04  2.10921216e-02 
 3.77500212e-04  2.10932111e-02 
 3.77500307e-04  2.10639261e-02 
 3.77500394e-04  2.09579153e-02 
 3.77500486e-04  2.08710246e-02 
 3.77500608e-04  2.08619331e-02 
 3.77500719e-04  2.08670024e-02 
 3.77500935e-04  2.08656330e-02 
 3.77501251e-04  2.08679147e-02 
 3.77501885e-04  2.08668518e-02 
 3.77503111e-04  2.08680754e-02 
 3.77505318e-04  2.08669165e-02 
 3.77509730e-04  2.08680444e-02 
 3.77518555e-04  2.08669391e-02 
 3.77536204e-04  2.08680508e-02 
 3.77571504e-04  2.08669839e-02 
 3.77642102e-04  2.08681850e-02 
 3.77783299e-04  2.08674631e-02 
 3.78000000e-04  2.08695890e-02 
 3.78000001e-04  2.08698722e-02 
 3.78000003e-04  2.08703223e-02 
 3.78000007e-04  2.08699645e-02 
 3.78000010e-04  2.08685718e-02 
 3.78000011e-04  2.08682143e-02 
 3.78000012e-04  2.08674520e-02 
 3.78000014e-04  2.08658518e-02 
 3.78000018e-04  2.08631395e-02 
 3.78000026e-04  2.08601987e-02 
 3.78000042e-04  2.08599112e-02 
 3.78000070e-04  2.08650753e-02 
 3.78000100e-04  2.08743319e-02 
 3.78000137e-04  2.08859980e-02 
 3.78000194e-04  2.09005891e-02 
 3.78000262e-04  2.09144349e-02 
 3.78000399e-04  2.09395210e-02 
 3.78000587e-04  2.09996846e-02 
 3.78000864e-04  2.11707880e-02 
 3.78001321e-04  2.16124265e-02 
 3.78002234e-04  2.27256170e-02 
 3.78003393e-04  2.41873605e-02 
 3.78005713e-04  2.62107419e-02 
 3.78009551e-04  2.75569119e-02 
 3.78013556e-04  2.79380365e-02 
 3.78019157e-04  2.81073468e-02 
 3.78024803e-04  2.81944493e-02 
 3.78034653e-04  2.83380341e-02 
 3.78046529e-04  2.85106367e-02 
 3.78070283e-04  2.88581679e-02 
 3.78117789e-04  2.95587373e-02 
 3.78212803e-04  3.09850617e-02 
 3.78402829e-04  3.39350477e-02 
 3.78500010e-04  3.54943025e-02 
 3.78500011e-04  3.54942350e-02 
 3.78500013e-04  3.54941209e-02 
 3.78500017e-04  3.54940156e-02 
 3.78500020e-04  3.54939892e-02 
 3.78500021e-04  3.54940884e-02 
 3.78500022e-04  3.54942619e-02 
 3.78500026e-04  3.54944968e-02 
 3.78500032e-04  3.54948113e-02 
 3.78500045e-04  3.54951939e-02 
 3.78500070e-04  3.54956989e-02 
 3.78500119e-04  3.54965077e-02 
 3.78500212e-04  3.54978203e-02 
 3.78500307e-04  3.54666798e-02 
 3.78500395e-04  3.53587774e-02 
 3.78500486e-04  3.52735247e-02 
 3.78500597e-04  3.52655941e-02 
 3.78500712e-04  3.52699735e-02 
 3.78500917e-04  3.52690494e-02 
 3.78501233e-04  3.52710567e-02 
 3.78501866e-04  3.52703124e-02 
 3.78503068e-04  3.52712706e-02 
 3.78505290e-04  3.52703663e-02 
 3.78509734e-04  3.52712450e-02 
 3.78518616e-04  3.52703846e-02 
 3.78535806e-04  3.52712491e-02 
 3.78570185e-04  3.52704183e-02 
 3.78638943e-04  3.52713493e-02 
 3.78776459e-04  3.52707802e-02 
 3.79000000e-04  3.52724543e-02 
 3.79000001e-04  3.52727461e-02 
 3.79000003e-04  3.52732108e-02 
 3.79000007e-04  3.52728746e-02 
 3.79000010e-04  3.52714953e-02 
 3.79000011e-04  3.52711398e-02 
 3.79000012e-04  3.52703814e-02 
 3.79000014e-04  3.52687883e-02 
 3.79000018e-04  3.52660869e-02 
 3.79000026e-04  3.52631567e-02 
 3.79000042e-04  3.52628716e-02 
 3.79000070e-04  3.52680324e-02 
 3.79000100e-04  3.52772835e-02 
 3.79000137e-04  3.52889414e-02 
 3.79000194e-04  3.53035215e-02 
 3.79000262e-04  3.53173384e-02 
 3.79000399e-04  3.53420154e-02 
 3.79000587e-04  3.54022198e-02 
 3.79000864e-04  3.55874541e-02 
 3.79001321e-04  3.60947323e-02 
 3.79002234e-04  3.74256337e-02 
 3.79003400e-04  3.92659118e-02 
 3.79005733e-04  4.19016027e-02 
 3.79009431e-04  4.36202206e-02 
 3.79013314e-04  4.41418379e-02 
 3.79018819e-04  4.43763449e-02 
 3.79024342e-04  4.44864591e-02 
 3.79034005e-04  4.46622528e-02 
 3.79045718e-04  4.48746103e-02 
 3.79069144e-04  4.53009820e-02 
 3.79115996e-04  4.61596453e-02 
 3.79209700e-04  4.79000052e-02 
 3.79397108e-04  5.14733400e-02 
 3.79500010e-04  5.34874686e-02 
 3.79500011e-04  5.34874071e-02 
 3.79500013e-04  5.34873034e-02 
 3.79500017e-04  5.34872179e-02 
 3.79500020e-04  5.34872089e-02 
 3.79500021e-04  5.34873148e-02 
 3.79500022e-04  5.34875037e-02 
 3.79500026e-04  5.34877711e-02 
 3.79500032e-04  5.34881375e-02 
 3.79500045e-04  5.34885947e-02 
 3.79500070e-04  5.34892116e-02 
 3.79500119e-04  5.34901828e-02 
 3.79500212e-04  5.34916798e-02 
 3.79500308e-04  5.34579629e-02 
 3.79500395e-04  5.33477131e-02 
 3.79500487e-04  5.32643806e-02 
 3.79500598e-04  5.32576314e-02 
 3.79500713e-04  5.32615064e-02 
 3.79500917e-04  5.32609345e-02 
 3.79501234e-04  5.32627092e-02 
 3.79501869e-04  5.32621927e-02 
 3.79503060e-04  5.32629472e-02 
 3.79505273e-04  5.32622386e-02 
 3.79509661e-04  5.32629250e-02 
 3.79517947e-04  5.32622539e-02 
 3.79534041e-04  5.32629257e-02 
 3.79565102e-04  5.32622749e-02 
 3.79624744e-04  5.32629794e-02 
 3.79740332e-04  5.32624609e-02 
 3.79962644e-04  5.32636212e-02 
 3.80000000e-04  5.32630715e-02 
 3.80000001e-04  5.32633025e-02 
 3.80000003e-04  5.32637548e-02 
 3.80000007e-04  5.32635860e-02 
 3.80000010e-04  5.32623106e-02 
 3.80000011e-04  5.32619700e-02 
 3.80000012e-04  5.32612396e-02 
 3.80000014e-04  5.32596953e-02 
 3.80000018e-04  5.32570669e-02 
 3.80000026e-04  5.32542018e-02 
 3.80000042e-04  5.32539298e-02 
 3.80000070e-04  5.32590822e-02 
 3.80000100e-04  5.32683275e-02 
 3.80000137e-04  5.32799712e-02 
 3.80000194e-04  5.32945455e-02 
 3.80000262e-04  5.33083313e-02 
 3.80000398e-04  5.33324593e-02 
 3.80000587e-04  5.33892104e-02 
 3.80000864e-04  5.35746086e-02 
 3.80001320e-04  5.41147093e-02 
 3.80002233e-04  5.56017591e-02 
 3.80003408e-04  5.77947987e-02 
 3.80005757e-04  6.10709510e-02 
 3.80009591e-04  6.32784297e-02 
 3.80013312e-04  6.38855301e-02 
 3.80018940e-04  6.41881571e-02 
 3.80024433e-04  6.43194273e-02 
 3.80034365e-04  6.45346978e-02 
 3.80046208e-04  6.47906929e-02 
 3.80069895e-04  6.53037678e-02 
 3.80117268e-04  6.63364727e-02 
 3.80212014e-04  6.84238146e-02 
 3.80401505e-04  7.26904306e-02 
 3.80500010e-04  7.49555194e-02 
 3.80500011e-04  7.49554635e-02 
 3.80500013e-04  7.49553689e-02 
 3.80500017e-04  7.49553002e-02 
 3.80500020e-04  7.49553074e-02 
 3.80500021e-04  7.49554203e-02 
 3.80500022e-04  7.49556257e-02 
 3.80500026e-04  7.49559286e-02 
 3.80500032e-04  7.49563501e-02 
 3.80500045e-04  7.49568811e-02 
 3.80500070e-04  7.49576035e-02 
 3.80500119e-04  7.49587304e-02 
 3.80500212e-04  7.49603745e-02 
 3.80500308e-04  7.49233424e-02 
 3.80500396e-04  7.48105398e-02 
 3.80500488e-04  7.47292369e-02 
 3.80500598e-04  7.47236950e-02 
 3.80500714e-04  7.47270319e-02 
 3.80500917e-04  7.47268142e-02 
 3.80501236e-04  7.47283384e-02 
 3.80501856e-04  7.47280503e-02 
 3.80503005e-04  7.47285964e-02 
 3.80505093e-04  7.47280926e-02 
 3.80509124e-04  7.47285760e-02 
 3.80516520e-04  7.47281057e-02 
 3.80530540e-04  7.47285738e-02 
 3.80558578e-04  7.47281175e-02 
 3.80614655e-04  7.47285999e-02 
 3.80726808e-04  7.47282160e-02 
 3.80951115e-04  7.47289604e-02 
 3.81000000e-04  7.47285825e-02 
 3.81000001e-04  7.47288063e-02 
 3.81000003e-04  7.47292456e-02 
 3.81000007e-04  7.47290580e-02 
 3.81000010e-04  7.47277725e-02 
 3.81000011e-04  7.47274306e-02 
 3.81000012e-04  7.47266978e-02 
 3.81000014e-04  7.47251499e-02 
 3.81000018e-04  7.47225171e-02 
 3.81000026e-04  7.47196483e-02 
 3.81000042e-04  7.47193717e-02 
 3.81000070e-04  7.47245192e-02 
 3.81000100e-04  7.47337580e-02 
 3.81000137e-04  7.47453852e-02 
 3.81000194e-04  7.47599419e-02 
 3.81000262e-04  7.47736962e-02 
 3.81000399e-04  7.47973643e-02 
 3.81000587e-04  7.48487365e-02 
 3.81000864e-04  7.50223656e-02 
 3.81001320e-04  7.55612568e-02 
 3.81002233e-04  7.71328600e-02 
 3.81003420e-04  7.96414503e-02 
 3.81005795e-04  8.35830585e-02 
 3.81009225e-04  8.60882617e-02 
 3.81013008e-04  8.69795043e-02 
 3.81018291e-04  8.73728798e-02 
 3.81023755e-04  8.75382588e-02 
 3.81033439e-04  8.77824140e-02 
 3.81044974e-04  8.80699587e-02 
 3.81068044e-04  8.86463072e-02 
 3.81114184e-04  8.98053140e-02 
 3.81206465e-04  9.21427358e-02 
 3.81391025e-04  9.69014214e-02 
 3.81500010e-04  9.97619751e-02 
 3.81500011e-04  9.97619232e-02 
 3.81500013e-04  9.97618340e-02 
 3.81500017e-04  9.97617752e-02 
 3.81500020e-04  9.97617946e-02 
 3.81500021e-04  9.97619142e-02 
 3.81500022e-04  9.97621361e-02 
 3.81500026e-04  9.97624759e-02 
 3.81500032e-04  9.97629525e-02 
 3.81500045e-04  9.97635505e-02 
 3.81500070e-04  9.97643645e-02 
 3.81500119e-04  9.97656359e-02 
 3.81500212e-04  9.97673948e-02 
 3.81500309e-04  9.97263634e-02 
 3.81500397e-04  9.96105421e-02 
 3.81500490e-04  9.95314493e-02 
 3.81500600e-04  9.95273624e-02 
 3.81500717e-04  9.95300355e-02 
 3.81500919e-04  9.95302216e-02 
 3.81501241e-04  9.95314388e-02 
 3.81501837e-04  9.95314076e-02 
 3.81502918e-04  9.95317119e-02 
 3.81504838e-04  9.95314470e-02 
 3.81508420e-04  9.95316937e-02 
 3.81514860e-04  9.95314574e-02 
 3.81527740e-04  9.95316903e-02 
 3.81553499e-04  9.95314637e-02 
 3.81605019e-04  9.95317006e-02 
 3.81708057e-04  9.95315066e-02 
 3.81914134e-04  9.95318583e-02 
 3.82000000e-04  9.95317012e-02 
 3.82000001e-04  9.95319175e-02 
 3.82000003e-04  9.95323426e-02 
 3.82000007e-04  9.95321328e-02 
 3.82000010e-04  9.95308357e-02 
 3.82000011e-04  9.95304924e-02 
 3.82000012e-04  9.95297569e-02 
 3.82000014e-04  9.95282049e-02 
 3.82000018e-04  9.95255671e-02 
 3.82000026e-04  9.95226917e-02 
 3.82000042e-04  9.95224012e-02 
 3.82000070e-04  9.95275292e-02 
 3.82000100e-04  9.95367482e-02 
 3.82000137e-04  9.95483466e-02 
 3.82000194e-04  9.95628672e-02 
 3.82000262e-04  9.95765824e-02 
 3.82000399e-04  9.95999006e-02 
 3.82000587e-04  9.96447658e-02 
 3.82000864e-04  9.97958743e-02 
 3.82001320e-04  1.00298108e-01 
 3.82002232e-04  1.01871675e-01 
 3.82003433e-04  1.04630216e-01 
 3.82005835e-04  1.09244854e-01 
 3.82009063e-04  1.12143680e-01 
 3.82012978e-04  1.13345239e-01 
 3.82018039e-04  1.13820339e-01 
 3.82023620e-04  1.14025982e-01 
 3.82033467e-04  1.14307692e-01 
 3.82044955e-04  1.14630145e-01 
 3.82067932e-04  1.15277080e-01 
 3.82113884e-04  1.16576804e-01 
 3.82205789e-04  1.19194433e-01 
 3.82389599e-04  1.24508519e-01 
 3.82500010e-04  1.27749003e-01 
 3.82500011e-04  1.27748953e-01 
 3.82500013e-04  1.27748864e-01 
 3.82500017e-04  1.27748804e-01 
 3.82500020e-04  1.27748829e-01 
 3.82500021e-04  1.27748954e-01 
 3.82500022e-04  1.27749191e-01 
 3.82500026e-04  1.27749568e-01 
 3.82500032e-04  1.27750097e-01 
 3.82500045e-04  1.27750751e-01 
 3.82500070e-04  1.27751638e-01 
 3.82500119e-04  1.27753039e-01 
 3.82500212e-04  1.27754886e-01 
 3.82500320e-04  1.27698246e-01 
 3.82500408e-04  1.27574394e-01 
 3.82500499e-04  1.27509157e-01 
 3.82500612e-04  1.27513926e-01 
 3.82500732e-04  1.27512407e-01 
 3.82500928e-04  1.27515273e-01 
 3.82501210e-04  1.27514500e-01 
 3.82501622e-04  1.27516128e-01 
 3.82502286e-04  1.27515038e-01 
 3.82503275e-04  1.27516142e-01 
 3.82504850e-04  1.27515077e-01 
 3.82507299e-04  1.27516118e-01 
 3.82511131e-04  1.27515093e-01 
 3.82517191e-04  1.27516109e-01 
 3.82527301e-04  1.27515099e-01 
 3.82547521e-04  1.27516106e-01 
 3.82587961e-04  1.27515104e-01 
 3.82668840e-04  1.27516119e-01 
 3.82830599e-04  1.27515159e-01 
 3.83000000e-04  1.27516227e-01 
 3.83000001e-04  1.27516414e-01 
 3.83000003e-04  1.27516781e-01 
 3.83000007e-04  1.27516465e-01 
 3.83000010e-04  1.27515096e-01 
 3.83000011e-04  1.27514741e-01 
 3.83000012e-04  1.27513984e-01 
 3.83000014e-04  1.27512392e-01 
 3.83000018e-04  1.27509702e-01 
 3.83000026e-04  1.27506854e-01 
 3.83000042e-04  1.27506817e-01 
 3.83000070e-04  1.27512204e-01 
 3.83000100e-04  1.27521576e-01 
 3.83000137e-04  1.27533466e-01 
 3.83000194e-04  1.27548311e-01 
 3.83000262e-04  1.27562298e-01 
 3.83000398e-04  1.27585716e-01 
 3.83000588e-04  1.27627684e-01 
 3.83000866e-04  1.27759356e-01 
 3.83001328e-04  1.28218153e-01 
 3.83002252e-04  1.29778542e-01 
 3.83003485e-04  1.32794789e-01 
 3.83005950e-04  1.38110428e-01 
 3.83009210e-04  1.41480163e-01 
 3.83013317e-04  1.42890424e-01 
 3.83018327e-04  1.43392344e-01 
 3.83024288e-04  1.43632746e-01 
 3.83035491e-04  1.43984644e-01 
 3.83047323e-04  1.44352385e-01 
 3.83070987e-04  1.45089654e-01 
 3.83118315e-04  1.46570141e-01 
 3.83212970e-04  1.49549090e-01 
