 time            v(vo)          
 2.49500013e-04  1.12069666e+00 
 2.49500017e-04  1.12069523e+00 
 2.49500020e-04  1.12069411e+00 
 2.49500021e-04  1.12069406e+00 
 2.49500022e-04  1.12069414e+00 
 2.49500026e-04  1.12069502e+00 
 2.49500032e-04  1.12069766e+00 
 2.49500045e-04  1.12070196e+00 
 2.49500070e-04  1.12070613e+00 
 2.49500117e-04  1.12070897e+00 
 2.49500211e-04  1.12067834e+00 
 2.49500345e-04  1.12049661e+00 
 2.49500446e-04  1.12034193e+00 
 2.49500554e-04  1.12031568e+00 
 2.49500715e-04  1.12032943e+00 
 2.49500879e-04  1.12032143e+00 
 2.49501150e-04  1.12032872e+00 
 2.49501480e-04  1.12032354e+00 
 2.49501954e-04  1.12032838e+00 
 2.49502698e-04  1.12032408e+00 
 2.49503935e-04  1.12032814e+00 
 2.49505830e-04  1.12032421e+00 
 2.49509620e-04  1.12032805e+00 
 2.49515749e-04  1.12032425e+00 
 2.49526909e-04  1.12032802e+00 
 2.49549229e-04  1.12032426e+00 
 2.49593870e-04  1.12032800e+00 
 2.49683151e-04  1.12032424e+00 
 2.49861712e-04  1.12032795e+00 
 2.50000000e-04  1.12032419e+00 
 2.50000001e-04  1.12032460e+00 
 2.50000003e-04  1.12032531e+00 
 2.50000007e-04  1.12032543e+00 
 2.50000010e-04  1.12032436e+00 
 2.50000011e-04  1.12032406e+00 
 2.50000012e-04  1.12032340e+00 
 2.50000014e-04  1.12032199e+00 
 2.50000018e-04  1.12031962e+00 
 2.50000026e-04  1.12031739e+00 
 2.50000042e-04  1.12031837e+00 
 2.50000070e-04  1.12032449e+00 
 2.50000100e-04  1.12033416e+00 
 2.50000137e-04  1.12034673e+00 
 2.50000194e-04  1.12036232e+00 
 2.50000262e-04  1.12037683e+00 
 2.50000396e-04  1.12040015e+00 
 2.50000594e-04  1.12042818e+00 
 2.50000876e-04  1.12044505e+00 
 2.50001358e-04  1.12045888e+00 
 2.50002291e-04  1.12048396e+00 
 2.50003905e-04  1.12052578e+00 
 2.50007134e-04  1.12057369e+00 
 2.50012738e-04  1.12091579e+00 
 2.50017985e-04  1.12274558e+00 
 2.50024343e-04  1.12594081e+00 
 2.50032855e-04  1.12879260e+00 
 2.50047540e-04  1.13150610e+00 
 2.50076909e-04  1.13364017e+00 
 2.50135647e-04  1.13508313e+00 
 2.50253124e-04  1.13757082e+00 
 2.50488077e-04  1.14251685e+00 
 2.50500010e-04  1.14275339e+00 
 2.50500011e-04  1.14275321e+00 
 2.50500013e-04  1.14275270e+00 
 2.50500017e-04  1.14275126e+00 
 2.50500020e-04  1.14275013e+00 
 2.50500021e-04  1.14275007e+00 
 2.50500022e-04  1.14275015e+00 
 2.50500026e-04  1.14275102e+00 
 2.50500032e-04  1.14275363e+00 
 2.50500045e-04  1.14275786e+00 
 2.50500070e-04  1.14276190e+00 
 2.50500117e-04  1.14276453e+00 
 2.50500211e-04  1.14273383e+00 
 2.50500345e-04  1.14255326e+00 
 2.50500447e-04  1.14239918e+00 
 2.50500555e-04  1.14237304e+00 
 2.50500716e-04  1.14238678e+00 
 2.50500879e-04  1.14237876e+00 
 2.50501151e-04  1.14238607e+00 
 2.50501481e-04  1.14238087e+00 
 2.50501956e-04  1.14238573e+00 
 2.50502702e-04  1.14238141e+00 
 2.50503943e-04  1.14238549e+00 
 2.50505842e-04  1.14238154e+00 
 2.50509640e-04  1.14238540e+00 
 2.50515787e-04  1.14238158e+00 
 2.50526971e-04  1.14238537e+00 
 2.50549338e-04  1.14238159e+00 
 2.50594073e-04  1.14238535e+00 
 2.50683543e-04  1.14238157e+00 
 2.50862483e-04  1.14238529e+00 
 2.51000000e-04  1.14238151e+00 
 2.51000001e-04  1.14238192e+00 
 2.51000003e-04  1.14238263e+00 
 2.51000007e-04  1.14238276e+00 
 2.51000010e-04  1.14238169e+00 
 2.51000011e-04  1.14238139e+00 
 2.51000012e-04  1.14238073e+00 
 2.51000014e-04  1.14237932e+00 
 2.51000018e-04  1.14237696e+00 
 2.51000026e-04  1.14237474e+00 
 2.51000042e-04  1.14237571e+00 
 2.51000070e-04  1.14238182e+00 
 2.51000100e-04  1.14239147e+00 
 2.51000137e-04  1.14240403e+00 
 2.51000194e-04  1.14241959e+00 
 2.51000262e-04  1.14243407e+00 
 2.51000396e-04  1.14245735e+00 
 2.51000594e-04  1.14248531e+00 
 2.51000876e-04  1.14250210e+00 
 2.51001358e-04  1.14251593e+00 
 2.51002291e-04  1.14254101e+00 
 2.51003910e-04  1.14258291e+00 
 2.51007148e-04  1.14263076e+00 
 2.51012739e-04  1.14284925e+00 
 2.51017981e-04  1.14415923e+00 
 2.51024335e-04  1.14658299e+00 
 2.51032839e-04  1.14890219e+00 
 2.51047601e-04  1.15134286e+00 
 2.51077125e-04  1.15352410e+00 
 2.51136172e-04  1.15499020e+00 
 2.51254267e-04  1.15704989e+00 
 2.51490456e-04  1.16121536e+00 
 2.51500010e-04  1.16136908e+00 
 2.51500011e-04  1.16136889e+00 
 2.51500013e-04  1.16136837e+00 
 2.51500017e-04  1.16136693e+00 
 2.51500020e-04  1.16136579e+00 
 2.51500021e-04  1.16136574e+00 
 2.51500022e-04  1.16136581e+00 
 2.51500026e-04  1.16136667e+00 
 2.51500032e-04  1.16136925e+00 
 2.51500045e-04  1.16137340e+00 
 2.51500070e-04  1.16137731e+00 
 2.51500117e-04  1.16137974e+00 
 2.51500211e-04  1.16134899e+00 
 2.51500345e-04  1.16116931e+00 
 2.51500447e-04  1.16101572e+00 
 2.51500555e-04  1.16098968e+00 
 2.51500716e-04  1.16100341e+00 
 2.51500880e-04  1.16099539e+00 
 2.51501151e-04  1.16100270e+00 
 2.51501483e-04  1.16099750e+00 
 2.51501958e-04  1.16100237e+00 
 2.51502705e-04  1.16099803e+00 
 2.51503950e-04  1.16100212e+00 
 2.51505852e-04  1.16099817e+00 
 2.51509656e-04  1.16100203e+00 
 2.51515818e-04  1.16099821e+00 
 2.51527020e-04  1.16100200e+00 
 2.51549426e-04  1.16099821e+00 
 2.51594236e-04  1.16100198e+00 
 2.51683858e-04  1.16099819e+00 
 2.51863101e-04  1.16100193e+00 
 2.52000000e-04  1.16099812e+00 
 2.52000001e-04  1.16099854e+00 
 2.52000003e-04  1.16099925e+00 
 2.52000007e-04  1.16099938e+00 
 2.52000010e-04  1.16099831e+00 
 2.52000011e-04  1.16099801e+00 
 2.52000012e-04  1.16099735e+00 
 2.52000014e-04  1.16099595e+00 
 2.52000018e-04  1.16099359e+00 
 2.52000026e-04  1.16099137e+00 
 2.52000042e-04  1.16099234e+00 
 2.52000070e-04  1.16099844e+00 
 2.52000100e-04  1.16100808e+00 
 2.52000137e-04  1.16102061e+00 
 2.52000194e-04  1.16103616e+00 
 2.52000262e-04  1.16105062e+00 
 2.52000396e-04  1.16107386e+00 
 2.52000594e-04  1.16110175e+00 
 2.52000876e-04  1.16111850e+00 
 2.52001358e-04  1.16113232e+00 
 2.52002291e-04  1.16115741e+00 
 2.52003914e-04  1.16119936e+00 
 2.52007160e-04  1.16124716e+00 
 2.52012740e-04  1.16139949e+00 
 2.52017978e-04  1.16232052e+00 
 2.52024327e-04  1.16408647e+00 
 2.52032824e-04  1.16586878e+00 
 2.52047654e-04  1.16790015e+00 
 2.52077314e-04  1.16992057e+00 
 2.52136634e-04  1.17135278e+00 
 2.52255275e-04  1.17301057e+00 
 2.52492556e-04  1.17633105e+00 
 2.52500010e-04  1.17642600e+00 
 2.52500011e-04  1.17642581e+00 
 2.52500013e-04  1.17642529e+00 
 2.52500017e-04  1.17642383e+00 
 2.52500020e-04  1.17642269e+00 
 2.52500021e-04  1.17642264e+00 
 2.52500022e-04  1.17642271e+00 
 2.52500026e-04  1.17642355e+00 
 2.52500032e-04  1.17642610e+00 
 2.52500045e-04  1.17643018e+00 
 2.52500070e-04  1.17643397e+00 
 2.52500117e-04  1.17643621e+00 
 2.52500211e-04  1.17640543e+00 
 2.52500345e-04  1.17622644e+00 
 2.52500447e-04  1.17607321e+00 
 2.52500555e-04  1.17604727e+00 
 2.52500716e-04  1.17606098e+00 
 2.52500880e-04  1.17605297e+00 
 2.52501152e-04  1.17606028e+00 
 2.52501483e-04  1.17605507e+00 
 2.52501959e-04  1.17605994e+00 
 2.52502708e-04  1.17605560e+00 
 2.52503955e-04  1.17605970e+00 
 2.52505860e-04  1.17605574e+00 
 2.52509672e-04  1.17605961e+00 
 2.52515846e-04  1.17605578e+00 
 2.52527069e-04  1.17605958e+00 
 2.52549517e-04  1.17605578e+00 
 2.52594412e-04  1.17605956e+00 
 2.52684202e-04  1.17605576e+00 
 2.52863783e-04  1.17605950e+00 
 2.53000000e-04  1.17605569e+00 
 2.53000001e-04  1.17605610e+00 
 2.53000003e-04  1.17605682e+00 
 2.53000007e-04  1.17605695e+00 
 2.53000010e-04  1.17605588e+00 
 2.53000011e-04  1.17605558e+00 
 2.53000012e-04  1.17605492e+00 
 2.53000014e-04  1.17605352e+00 
 2.53000018e-04  1.17605116e+00 
 2.53000026e-04  1.17604895e+00 
 2.53000042e-04  1.17604992e+00 
 2.53000070e-04  1.17605601e+00 
 2.53000100e-04  1.17606564e+00 
 2.53000137e-04  1.17607816e+00 
 2.53000194e-04  1.17609368e+00 
 2.53000262e-04  1.17610812e+00 
 2.53000396e-04  1.17613134e+00 
 2.53000594e-04  1.17615918e+00 
 2.53000876e-04  1.17617588e+00 
 2.53001358e-04  1.17618970e+00 
 2.53002291e-04  1.17621480e+00 
 2.53003917e-04  1.17625680e+00 
 2.53007170e-04  1.17630454e+00 
 2.53012740e-04  1.17642186e+00 
 2.53017974e-04  1.17705232e+00 
 2.53024319e-04  1.17827780e+00 
 2.53032809e-04  1.17956419e+00 
 2.53047693e-04  1.18112157e+00 
 2.53077463e-04  1.18280275e+00 
 2.53137002e-04  1.18407779e+00 
 2.53256079e-04  1.18535036e+00 
 2.53494234e-04  1.18777949e+00 
 2.53500010e-04  1.18783403e+00 
 2.53500011e-04  1.18783384e+00 
 2.53500013e-04  1.18783331e+00 
 2.53500017e-04  1.18783185e+00 
 2.53500020e-04  1.18783071e+00 
 2.53500021e-04  1.18783065e+00 
 2.53500022e-04  1.18783072e+00 
 2.53500026e-04  1.18783155e+00 
 2.53500032e-04  1.18783408e+00 
 2.53500045e-04  1.18783809e+00 
 2.53500070e-04  1.18784176e+00 
 2.53500117e-04  1.18784379e+00 
 2.53500211e-04  1.18781298e+00 
 2.53500345e-04  1.18763447e+00 
 2.53500447e-04  1.18748151e+00 
 2.53500555e-04  1.18745564e+00 
 2.53500716e-04  1.18746934e+00 
 2.53500880e-04  1.18746133e+00 
 2.53501152e-04  1.18746864e+00 
 2.53501484e-04  1.18746343e+00 
 2.53501959e-04  1.18746830e+00 
 2.53502709e-04  1.18746396e+00 
 2.53503957e-04  1.18746806e+00 
 2.53505866e-04  1.18746409e+00 
 2.53509685e-04  1.18746797e+00 
 2.53515868e-04  1.18746413e+00 
 2.53527115e-04  1.18746794e+00 
 2.53549609e-04  1.18746414e+00 
 2.53594598e-04  1.18746792e+00 
 2.53684575e-04  1.18746411e+00 
 2.53864529e-04  1.18746786e+00 
 2.54000000e-04  1.18746404e+00 
 2.54000001e-04  1.18746445e+00 
 2.54000003e-04  1.18746517e+00 
 2.54000007e-04  1.18746530e+00 
 2.54000010e-04  1.18746423e+00 
 2.54000011e-04  1.18746393e+00 
 2.54000012e-04  1.18746327e+00 
 2.54000014e-04  1.18746187e+00 
 2.54000018e-04  1.18745952e+00 
 2.54000026e-04  1.18745731e+00 
 2.54000042e-04  1.18745828e+00 
 2.54000070e-04  1.18746436e+00 
 2.54000100e-04  1.18747398e+00 
 2.54000137e-04  1.18748649e+00 
 2.54000194e-04  1.18750199e+00 
 2.54000262e-04  1.18751642e+00 
 2.54000396e-04  1.18753962e+00 
 2.54000594e-04  1.18756742e+00 
 2.54000876e-04  1.18758410e+00 
 2.54001358e-04  1.18759790e+00 
 2.54002291e-04  1.18762302e+00 
 2.54003919e-04  1.18766505e+00 
 2.54007176e-04  1.18771275e+00 
 2.54012739e-04  1.18781090e+00 
 2.54017970e-04  1.18821987e+00 
 2.54024313e-04  1.18900449e+00 
 2.54032796e-04  1.18985059e+00 
 2.54047721e-04  1.19091930e+00 
 2.54077570e-04  1.19214140e+00 
 2.54137270e-04  1.19311786e+00 
 2.54256668e-04  1.19398257e+00 
 2.54495464e-04  1.19550056e+00 
 2.54500010e-04  1.19552738e+00 
 2.54500011e-04  1.19552718e+00 
 2.54500013e-04  1.19552665e+00 
 2.54500017e-04  1.19552518e+00 
 2.54500020e-04  1.19552403e+00 
 2.54500021e-04  1.19552397e+00 
 2.54500022e-04  1.19552403e+00 
 2.54500026e-04  1.19552486e+00 
 2.54500032e-04  1.19552736e+00 
 2.54500045e-04  1.19553131e+00 
 2.54500070e-04  1.19553485e+00 
 2.54500117e-04  1.19553667e+00 
 2.54500211e-04  1.19550575e+00 
 2.54500345e-04  1.19532753e+00 
 2.54500447e-04  1.19517477e+00 
 2.54500555e-04  1.19514896e+00 
 2.54500716e-04  1.19516264e+00 
 2.54500880e-04  1.19515464e+00 
 2.54501152e-04  1.19516195e+00 
 2.54501484e-04  1.19515673e+00 
 2.54501960e-04  1.19516161e+00 
 2.54502711e-04  1.19515727e+00 
 2.54503959e-04  1.19516137e+00 
 2.54505871e-04  1.19515740e+00 
 2.54509695e-04  1.19516128e+00 
 2.54515883e-04  1.19515744e+00 
 2.54527147e-04  1.19516125e+00 
 2.54549675e-04  1.19515745e+00 
 2.54594730e-04  1.19516123e+00 
 2.54684840e-04  1.19515742e+00 
 2.54865059e-04  1.19516116e+00 
 2.55000000e-04  1.19515734e+00 
 2.55000001e-04  1.19515776e+00 
 2.55000003e-04  1.19515847e+00 
 2.55000007e-04  1.19515860e+00 
 2.55000010e-04  1.19515754e+00 
 2.55000011e-04  1.19515724e+00 
 2.55000012e-04  1.19515658e+00 
 2.55000014e-04  1.19515518e+00 
 2.55000018e-04  1.19515283e+00 
 2.55000026e-04  1.19515062e+00 
 2.55000042e-04  1.19515159e+00 
 2.55000070e-04  1.19515767e+00 
 2.55000100e-04  1.19516728e+00 
 2.55000137e-04  1.19517978e+00 
 2.55000194e-04  1.19519527e+00 
 2.55000262e-04  1.19520969e+00 
 2.55000396e-04  1.19523287e+00 
 2.55000594e-04  1.19526065e+00 
 2.55000876e-04  1.19527731e+00 
 2.55001358e-04  1.19529112e+00 
 2.55002291e-04  1.19531624e+00 
 2.55003921e-04  1.19535829e+00 
 2.55007180e-04  1.19540596e+00 
 2.55012738e-04  1.19549264e+00 
 2.55017966e-04  1.19572438e+00 
 2.55024306e-04  1.19613939e+00 
 2.55032785e-04  1.19659361e+00 
 2.55047733e-04  1.19718170e+00 
 2.55077630e-04  1.19787383e+00 
 2.55137424e-04  1.19843104e+00 
 2.55257012e-04  1.19884702e+00 
 2.55496189e-04  1.19944693e+00 
 2.55500010e-04  1.19945499e+00 
 2.55500011e-04  1.19945479e+00 
 2.55500013e-04  1.19945425e+00 
 2.55500017e-04  1.19945277e+00 
 2.55500020e-04  1.19945162e+00 
 2.55500021e-04  1.19945155e+00 
 2.55500022e-04  1.19945161e+00 
 2.55500026e-04  1.19945243e+00 
 2.55500032e-04  1.19945489e+00 
 2.55500045e-04  1.19945879e+00 
 2.55500070e-04  1.19946220e+00 
 2.55500117e-04  1.19946379e+00 
 2.55500211e-04  1.19943268e+00 
 2.55500345e-04  1.19925461e+00 
 2.55500447e-04  1.19910194e+00 
 2.55500555e-04  1.19907616e+00 
 2.55500716e-04  1.19908984e+00 
 2.55500880e-04  1.19908184e+00 
 2.55501152e-04  1.19908915e+00 
 2.55501484e-04  1.19908394e+00 
 2.55501960e-04  1.19908882e+00 
 2.55502711e-04  1.19908447e+00 
 2.55503959e-04  1.19908857e+00 
 2.55505872e-04  1.19908460e+00 
 2.55509698e-04  1.19908849e+00 
 2.55515889e-04  1.19908464e+00 
 2.55527159e-04  1.19908846e+00 
 2.55549698e-04  1.19908465e+00 
 2.55594777e-04  1.19908843e+00 
 2.55684934e-04  1.19908462e+00 
 2.55865248e-04  1.19908837e+00 
 2.56000000e-04  1.19908454e+00 
 2.56000001e-04  1.19908496e+00 
 2.56000003e-04  1.19908567e+00 
 2.56000007e-04  1.19908580e+00 
 2.56000010e-04  1.19908474e+00 
 2.56000011e-04  1.19908444e+00 
 2.56000012e-04  1.19908378e+00 
 2.56000014e-04  1.19908238e+00 
 2.56000018e-04  1.19908003e+00 
 2.56000026e-04  1.19907782e+00 
 2.56000042e-04  1.19907879e+00 
 2.56000070e-04  1.19908487e+00 
 2.56000100e-04  1.19909448e+00 
 2.56000137e-04  1.19910697e+00 
 2.56000194e-04  1.19912245e+00 
 2.56000262e-04  1.19913687e+00 
 2.56000396e-04  1.19916003e+00 
 2.56000594e-04  1.19918780e+00 
 2.56000876e-04  1.19920446e+00 
 2.56001358e-04  1.19921827e+00 
 2.56002291e-04  1.19924341e+00 
 2.56003921e-04  1.19928547e+00 
 2.56007181e-04  1.19933311e+00 
 2.56012735e-04  1.19941169e+00 
 2.56017961e-04  1.19948953e+00 
 2.56024298e-04  1.19957457e+00 
 2.56032774e-04  1.19966604e+00 
 2.56047728e-04  1.19978371e+00 
 2.56077638e-04  1.19991270e+00 
 2.56137456e-04  1.19997585e+00 
 2.56257093e-04  1.19990685e+00 
 2.56496367e-04  1.19958801e+00 
 2.56500010e-04  1.19958134e+00 
 2.56500011e-04  1.19958114e+00 
 2.56500013e-04  1.19958059e+00 
 2.56500017e-04  1.19957910e+00 
 2.56500020e-04  1.19957793e+00 
 2.56500021e-04  1.19957786e+00 
 2.56500022e-04  1.19957792e+00 
 2.56500026e-04  1.19957872e+00 
 2.56500032e-04  1.19958116e+00 
 2.56500045e-04  1.19958500e+00 
 2.56500070e-04  1.19958829e+00 
 2.56500117e-04  1.19958964e+00 
 2.56500211e-04  1.19955825e+00 
 2.56500345e-04  1.19938016e+00 
 2.56500447e-04  1.19922753e+00 
 2.56500555e-04  1.19920177e+00 
 2.56500716e-04  1.19921545e+00 
 2.56500880e-04  1.19920745e+00 
 2.56501152e-04  1.19921476e+00 
 2.56501485e-04  1.19920954e+00 
 2.56501961e-04  1.19921443e+00 
 2.56502712e-04  1.19921008e+00 
 2.56503960e-04  1.19921418e+00 
 2.56505873e-04  1.19921021e+00 
 2.56509699e-04  1.19921409e+00 
 2.56515890e-04  1.19921025e+00 
 2.56527160e-04  1.19921406e+00 
 2.56549699e-04  1.19921026e+00 
 2.56594778e-04  1.19921404e+00 
 2.56684936e-04  1.19921023e+00 
 2.56865250e-04  1.19921397e+00 
 2.57000000e-04  1.19921015e+00 
 2.57000001e-04  1.19921057e+00 
 2.57000003e-04  1.19921128e+00 
 2.57000007e-04  1.19921141e+00 
 2.57000010e-04  1.19921035e+00 
 2.57000011e-04  1.19921005e+00 
 2.57000012e-04  1.19920939e+00 
 2.57000014e-04  1.19920799e+00 
 2.57000018e-04  1.19920564e+00 
 2.57000026e-04  1.19920343e+00 
 2.57000042e-04  1.19920440e+00 
 2.57000070e-04  1.19921047e+00 
 2.57000100e-04  1.19922008e+00 
 2.57000137e-04  1.19923256e+00 
 2.57000194e-04  1.19924805e+00 
 2.57000262e-04  1.19926245e+00 
 2.57000396e-04  1.19928561e+00 
 2.57000594e-04  1.19931339e+00 
 2.57000876e-04  1.19933007e+00 
 2.57001358e-04  1.19934389e+00 
 2.57002292e-04  1.19936906e+00 
 2.57003920e-04  1.19941111e+00 
 2.57007178e-04  1.19945873e+00 
 2.57012728e-04  1.19952987e+00 
 2.57017950e-04  1.19945846e+00 
 2.57024285e-04  1.19922096e+00 
 2.57032757e-04  1.19895452e+00 
 2.57047702e-04  1.19860036e+00 
 2.57077590e-04  1.19815286e+00 
 2.57137367e-04  1.19770711e+00 
 2.57256921e-04  1.19714980e+00 
 2.57496029e-04  1.19591309e+00 
 2.57500010e-04  1.19589015e+00 
 2.57500011e-04  1.19588994e+00 
 2.57500013e-04  1.19588939e+00 
 2.57500017e-04  1.19588787e+00 
 2.57500020e-04  1.19588669e+00 
 2.57500021e-04  1.19588663e+00 
 2.57500022e-04  1.19588667e+00 
 2.57500026e-04  1.19588746e+00 
 2.57500032e-04  1.19588989e+00 
 2.57500045e-04  1.19589368e+00 
 2.57500070e-04  1.19589686e+00 
 2.57500117e-04  1.19589797e+00 
 2.57500211e-04  1.19586621e+00 
 2.57500345e-04  1.19568795e+00 
 2.57500447e-04  1.19553527e+00 
 2.57500555e-04  1.19550947e+00 
 2.57500716e-04  1.19552316e+00 
 2.57500880e-04  1.19551515e+00 
 2.57501152e-04  1.19552247e+00 
 2.57501484e-04  1.19551725e+00 
 2.57501960e-04  1.19552214e+00 
 2.57502711e-04  1.19551779e+00 
 2.57503959e-04  1.19552189e+00 
 2.57505871e-04  1.19551792e+00 
 2.57509695e-04  1.19552181e+00 
 2.57515883e-04  1.19551796e+00 
 2.57527146e-04  1.19552177e+00 
 2.57549670e-04  1.19551797e+00 
 2.57594720e-04  1.19552175e+00 
 2.57684820e-04  1.19551794e+00 
 2.57865019e-04  1.19552169e+00 
 2.58000000e-04  1.19551786e+00 
 2.58000001e-04  1.19551828e+00 
 2.58000003e-04  1.19551899e+00 
 2.58000007e-04  1.19551912e+00 
 2.58000010e-04  1.19551806e+00 
 2.58000011e-04  1.19551776e+00 
 2.58000012e-04  1.19551710e+00 
 2.58000014e-04  1.19551570e+00 
 2.58000018e-04  1.19551335e+00 
 2.58000026e-04  1.19551114e+00 
 2.58000042e-04  1.19551211e+00 
 2.58000070e-04  1.19551818e+00 
 2.58000100e-04  1.19552779e+00 
 2.58000137e-04  1.19554027e+00 
 2.58000194e-04  1.19555575e+00 
 2.58000262e-04  1.19557016e+00 
 2.58000396e-04  1.19559332e+00 
 2.58000594e-04  1.19562112e+00 
 2.58000876e-04  1.19563782e+00 
 2.58001358e-04  1.19565166e+00 
 2.58002292e-04  1.19567685e+00 
 2.58003919e-04  1.19571887e+00 
 2.58007173e-04  1.19576649e+00 
 2.58012722e-04  1.19582851e+00 
 2.58017942e-04  1.19559436e+00 
 2.58024276e-04  1.19500949e+00 
 2.58032748e-04  1.19436381e+00 
 2.58047670e-04  1.19352501e+00 
 2.58077515e-04  1.19251523e+00 
 2.58137205e-04  1.19160570e+00 
 2.58256586e-04  1.19058638e+00 
 2.58495346e-04  1.18843636e+00 
 2.58500010e-04  1.18839170e+00 
 2.58500011e-04  1.18839149e+00 
 2.58500013e-04  1.18839092e+00 
 2.58500017e-04  1.18838939e+00 
 2.58500020e-04  1.18838820e+00 
 2.58500021e-04  1.18838813e+00 
 2.58500022e-04  1.18838817e+00 
 2.58500026e-04  1.18838895e+00 
 2.58500032e-04  1.18839135e+00 
 2.58500045e-04  1.18839511e+00 
 2.58500070e-04  1.18839819e+00 
 2.58500117e-04  1.18839908e+00 
 2.58500211e-04  1.18836688e+00 
 2.58500345e-04  1.18818828e+00 
 2.58500447e-04  1.18803548e+00 
 2.58500555e-04  1.18800962e+00 
 2.58500716e-04  1.18802333e+00 
 2.58500880e-04  1.18801532e+00 
 2.58501152e-04  1.18802264e+00 
 2.58501484e-04  1.18801742e+00 
 2.58501960e-04  1.18802231e+00 
 2.58502710e-04  1.18801795e+00 
 2.58503958e-04  1.18802206e+00 
 2.58505867e-04  1.18801809e+00 
 2.58509686e-04  1.18802198e+00 
 2.58515867e-04  1.18801813e+00 
 2.58527113e-04  1.18802194e+00 
 2.58549603e-04  1.18801814e+00 
 2.58594584e-04  1.18802192e+00 
 2.58684546e-04  1.18801811e+00 
 2.58864470e-04  1.18802186e+00 
 2.59000000e-04  1.18801804e+00 
 2.59000001e-04  1.18801845e+00 
 2.59000003e-04  1.18801916e+00 
 2.59000007e-04  1.18801929e+00 
 2.59000010e-04  1.18801823e+00 
 2.59000011e-04  1.18801793e+00 
 2.59000012e-04  1.18801727e+00 
 2.59000014e-04  1.18801587e+00 
 2.59000018e-04  1.18801352e+00 
 2.59000026e-04  1.18801131e+00 
 2.59000042e-04  1.18801227e+00 
 2.59000070e-04  1.18801835e+00 
 2.59000100e-04  1.18802796e+00 
 2.59000137e-04  1.18804044e+00 
 2.59000194e-04  1.18805593e+00 
 2.59000262e-04  1.18807034e+00 
 2.59000396e-04  1.18809351e+00 
 2.59000594e-04  1.18812134e+00 
 2.59000876e-04  1.18813808e+00 
 2.59001358e-04  1.18815194e+00 
 2.59002292e-04  1.18817715e+00 
 2.59003916e-04  1.18821913e+00 
 2.59007164e-04  1.18826675e+00 
 2.59012716e-04  1.18831476e+00 
 2.59017934e-04  1.18788493e+00 
 2.59024266e-04  1.18689572e+00 
 2.59032739e-04  1.18582685e+00 
 2.59047624e-04  1.18448598e+00 
 2.59077395e-04  1.18296167e+00 
 2.59136936e-04  1.18169353e+00 
 2.59256019e-04  1.18025618e+00 
 2.59494184e-04  1.17720214e+00 
 2.59500010e-04  1.17712577e+00 
 2.59500011e-04  1.17712555e+00 
 2.59500013e-04  1.17712498e+00 
 2.59500017e-04  1.17712343e+00 
 2.59500020e-04  1.17712222e+00 
 2.59500021e-04  1.17712214e+00 
 2.59500022e-04  1.17712218e+00 
 2.59500026e-04  1.17712295e+00 
 2.59500032e-04  1.17712534e+00 
 2.59500045e-04  1.17712906e+00 
 2.59500070e-04  1.17713206e+00 
 2.59500117e-04  1.17713276e+00 
 2.59500211e-04  1.17710008e+00 
 2.59500345e-04  1.17692094e+00 
 2.59500447e-04  1.17676792e+00 
 2.59500555e-04  1.17674199e+00 
 2.59500716e-04  1.17675572e+00 
 2.59500880e-04  1.17674770e+00 
 2.59501152e-04  1.17675503e+00 
 2.59501484e-04  1.17674981e+00 
 2.59501959e-04  1.17675469e+00 
 2.59502708e-04  1.17675034e+00 
 2.59503955e-04  1.17675445e+00 
 2.59505861e-04  1.17675048e+00 
 2.59509672e-04  1.17675436e+00 
 2.59515845e-04  1.17675052e+00 
 2.59527065e-04  1.17675433e+00 
 2.59549507e-04  1.17675053e+00 
 2.59594391e-04  1.17675431e+00 
 2.59684158e-04  1.17675050e+00 
 2.59863692e-04  1.17675425e+00 
 2.60000000e-04  1.17675043e+00 
 2.60000001e-04  1.17675084e+00 
 2.60000003e-04  1.17675156e+00 
 2.60000007e-04  1.17675169e+00 
 2.60000010e-04  1.17675063e+00 
 2.60000011e-04  1.17675032e+00 
 2.60000012e-04  1.17674966e+00 
 2.60000014e-04  1.17674826e+00 
 2.60000018e-04  1.17674591e+00 
 2.60000026e-04  1.17674369e+00 
 2.60000042e-04  1.17674466e+00 
 2.60000070e-04  1.17675074e+00 
 2.60000100e-04  1.17676035e+00 
 2.60000137e-04  1.17677284e+00 
 2.60000194e-04  1.17678834e+00 
 2.60000262e-04  1.17680276e+00 
 2.60000396e-04  1.17682594e+00 
 2.60000594e-04  1.17685382e+00 
 2.60000876e-04  1.17687061e+00 
 2.60001358e-04  1.17688449e+00 
 2.60002293e-04  1.17690973e+00 
 2.60003913e-04  1.17695165e+00 
 2.60007153e-04  1.17699928e+00 
 2.60012708e-04  1.17702272e+00 
 2.60017924e-04  1.17634208e+00 
 2.60024256e-04  1.17486142e+00 
 2.60032731e-04  1.17331186e+00 
 2.60047564e-04  1.17146653e+00 
 2.60077229e-04  1.16952911e+00 
 2.60136560e-04  1.16804790e+00 
 2.60255223e-04  1.16622271e+00 
 2.60492547e-04  1.16228743e+00 
 2.60500010e-04  1.16216552e+00 
 2.60500011e-04  1.16216530e+00 
 2.60500013e-04  1.16216472e+00 
 2.60500017e-04  1.16216315e+00 
 2.60500020e-04  1.16216193e+00 
 2.60500021e-04  1.16216185e+00 
 2.60500022e-04  1.16216188e+00 
 2.60500026e-04  1.16216264e+00 
